"Team 1","Team 2","Team 3",Overall
"Arizona Cardinals","New England Patriots","New Orleans Saints",91.99
"Arizona Cardinals","New England Patriots","New York Giants",92.03
"Arizona Cardinals","New England Patriots","New York Jets",91.98
"Arizona Cardinals","New England Patriots","Philadelphia Eagles",92.58
"Arizona Cardinals","New England Patriots","Pittsburgh Steelers",92.14
"Arizona Cardinals","New England Patriots","San Francisco 49ers",92.66
"Arizona Cardinals","New England Patriots","Seattle Seahawks",91.99
"Arizona Cardinals","New England Patriots","Tampa Bay Buccaneers",91.98
"Arizona Cardinals","New England Patriots","Tennessee Titans",92.78
"Arizona Cardinals","New England Patriots","Washington Commanders",92.44
"Arizona Cardinals","New Orleans Saints","New York Giants",92.02
"Arizona Cardinals","New Orleans Saints","New York Jets",91.71
"Arizona Cardinals","New Orleans Saints","Philadelphia Eagles",92.30
"Arizona Cardinals","New Orleans Saints","Pittsburgh Steelers",92.06
"Arizona Cardinals","New Orleans Saints","San Francisco 49ers",92.68
"Arizona Cardinals","New Orleans Saints","Seattle Seahawks",91.92
"Arizona Cardinals","New Orleans Saints","Tampa Bay Buccaneers",91.94
"Arizona Cardinals","New Orleans Saints","Tennessee Titans",92.48
"Arizona Cardinals","New Orleans Saints","Washington Commanders",92.32
"Arizona Cardinals","New York Giants","New York Jets",91.54
"Arizona Cardinals","New York Giants","Philadelphia Eagles",92.15
"Arizona Cardinals","New York Giants","Pittsburgh Steelers",92.12
"Arizona Cardinals","New York Giants","San Francisco 49ers",92.71
"Arizona Cardinals","New York Giants","Seattle Seahawks",91.90
"Arizona Cardinals","New York Giants","Tampa Bay Buccaneers",91.97
"Arizona Cardinals","New York Giants","Tennessee Titans",92.14
"Arizona Cardinals","New York Giants","Washington Commanders",92.39
"Arizona Cardinals","New York Jets","Philadelphia Eagles",92.00
"Arizona Cardinals","New York Jets","Pittsburgh Steelers",91.67
"Arizona Cardinals","New York Jets","San Francisco 49ers",92.81
"Arizona Cardinals","New York Jets","Seattle Seahawks",91.77
"Arizona Cardinals","New York Jets","Tampa Bay Buccaneers",91.74
"Arizona Cardinals","New York Jets","Tennessee Titans",91.90
"Arizona Cardinals","New York Jets","Washington Commanders",92.26
"Arizona Cardinals","Philadelphia Eagles","Pittsburgh Steelers",92.17
"Arizona Cardinals","Philadelphia Eagles","San Francisco 49ers",92.94
"Arizona Cardinals","Philadelphia Eagles","Seattle Seahawks",92.33
"Arizona Cardinals","Philadelphia Eagles","Tampa Bay Buccaneers",92.40
"Arizona Cardinals","Philadelphia Eagles","Tennessee Titans",92.59
"Arizona Cardinals","Philadelphia Eagles","Washington Commanders",92.58
"Arizona Cardinals","Pittsburgh Steelers","San Francisco 49ers",92.85
"Arizona Cardinals","Pittsburgh Steelers","Seattle Seahawks",92.09
"Arizona Cardinals","Pittsburgh Steelers","Tampa Bay Buccaneers",91.74
"Arizona Cardinals","Pittsburgh Steelers","Tennessee Titans",92.45
"Arizona Cardinals","Pittsburgh Steelers","Washington Commanders",92.36
"Arizona Cardinals","San Francisco 49ers","Seattle Seahawks",92.68
"Arizona Cardinals","San Francisco 49ers","Tampa Bay Buccaneers",92.67
"Arizona Cardinals","San Francisco 49ers","Tennessee Titans",93.06
"Arizona Cardinals","San Francisco 49ers","Washington Commanders",92.81
"Arizona Cardinals","Seattle Seahawks","Tampa Bay Buccaneers",91.82
"Arizona Cardinals","Seattle Seahawks","Tennessee Titans",92.42
"Arizona Cardinals","Seattle Seahawks","Washington Commanders",92.26
"Arizona Cardinals","Tampa Bay Buccaneers","Tennessee Titans",92.40
"Arizona Cardinals","Tampa Bay Buccaneers","Washington Commanders",92.21
"Arizona Cardinals","Tennessee Titans","Washington Commanders",92.69
"Atlanta Falcons","Baltimore Ravens","Buffalo Bills",92.71
"Atlanta Falcons","Baltimore Ravens","Carolina Panthers",92.40
"Atlanta Falcons","Baltimore Ravens","Chicago Bears",92.71
"Atlanta Falcons","Baltimore Ravens","Cincinnati Bengals",92.23
"Atlanta Falcons","Baltimore Ravens","Cleveland Browns",92.19
"Atlanta Falcons","Baltimore Ravens","Dallas Cowboys",92.52
"Atlanta Falcons","Baltimore Ravens","Denver Broncos",92.15
"Atlanta Falcons","Baltimore Ravens","Detroit Lions",92.20
"Atlanta Falcons","Baltimore Ravens","Green Bay Packers",92.45
"Atlanta Falcons","Baltimore Ravens","Houston Texans",92.68
"Atlanta Falcons","Baltimore Ravens","Indianapolis Colts",92.47
"Atlanta Falcons","Baltimore Ravens","Jacksonville Jaguars",92.07
"Atlanta Falcons","Baltimore Ravens","Kansas City Chiefs",92.03
"Atlanta Falcons","Baltimore Ravens","Las Vegas Raiders",92.31
"Atlanta Falcons","Baltimore Ravens","Los Angeles Chargers",91.93
"Atlanta Falcons","Baltimore Ravens","Los Angeles Rams",92.53
"Atlanta Falcons","Baltimore Ravens","Miami Dolphins",92.41
"Atlanta Falcons","Baltimore Ravens","Minnesota Vikings",92.15
"Atlanta Falcons","Baltimore Ravens","New England Patriots",92.30
"Atlanta Falcons","Baltimore Ravens","New Orleans Saints",92.31
"Atlanta Falcons","Baltimore Ravens","New York Giants",92.36
"Atlanta Falcons","Baltimore Ravens","New York Jets",92.20
"Atlanta Falcons","Baltimore Ravens","Philadelphia Eagles",92.75
"Atlanta Falcons","Baltimore Ravens","Pittsburgh Steelers",92.29
"Atlanta Falcons","Baltimore Ravens","San Francisco 49ers",92.78
"Atlanta Falcons","Baltimore Ravens","Seattle Seahawks",92.10
"Atlanta Falcons","Baltimore Ravens","Tampa Bay Buccaneers",92.08
"Atlanta Falcons","Baltimore Ravens","Tennessee Titans",92.55
"Atlanta Falcons","Baltimore Ravens","Washington Commanders",92.52
"Atlanta Falcons","Buffalo Bills","Carolina Panthers",92.46
"Atlanta Falcons","Buffalo Bills","Chicago Bears",92.59
"Atlanta Falcons","Buffalo Bills","Cincinnati Bengals",92.12
"Atlanta Falcons","Buffalo Bills","Cleveland Browns",92.19
"Atlanta Falcons","Buffalo Bills","Dallas Cowboys",92.65
"Atlanta Falcons","Buffalo Bills","Denver Broncos",92.14
"Atlanta Falcons","Buffalo Bills","Detroit Lions",92.35
"Atlanta Falcons","Buffalo Bills","Green Bay Packers",92.34
"Atlanta Falcons","Buffalo Bills","Houston Texans",92.47
"Atlanta Falcons","Buffalo Bills","Indianapolis Colts",92.34
"Atlanta Falcons","Buffalo Bills","Jacksonville Jaguars",92.22
"Atlanta Falcons","Buffalo Bills","Kansas City Chiefs",92.42
"Atlanta Falcons","Buffalo Bills","Las Vegas Raiders",92.47
"Atlanta Falcons","Buffalo Bills","Los Angeles Chargers",92.05
"Atlanta Falcons","Buffalo Bills","Los Angeles Rams",92.25
"Atlanta Falcons","Buffalo Bills","Miami Dolphins",92.66
"Atlanta Falcons","Buffalo Bills","Minnesota Vikings",92.32
"Atlanta Falcons","Buffalo Bills","New England Patriots",92.49
"Atlanta Falcons","Buffalo Bills","New Orleans Saints",92.37
"Atlanta Falcons","Buffalo Bills","New York Giants",92.58
"Atlanta Falcons","Buffalo Bills","New York Jets",92.08
"Atlanta Falcons","Buffalo Bills","Philadelphia Eagles",92.51
"Atlanta Falcons","Buffalo Bills","Pittsburgh Steelers",92.51
"Atlanta Falcons","Buffalo Bills","San Francisco 49ers",92.90
"Atlanta Falcons","Buffalo Bills","Seattle Seahawks",92.22
"Atlanta Falcons","Buffalo Bills","Tampa Bay Buccaneers",92.30
"Atlanta Falcons","Buffalo Bills","Tennessee Titans",92.51
"Atlanta Falcons","Buffalo Bills","Washington Commanders",92.36
"Atlanta Falcons","Carolina Panthers","Chicago Bears",92.59
"Atlanta Falcons","Carolina Panthers","Cincinnati Bengals",92.32
"Atlanta Falcons","Carolina Panthers","Cleveland Browns",92.22
"Atlanta Falcons","Carolina Panthers","Dallas Cowboys",92.34
"Atlanta Falcons","Carolina Panthers","Denver Broncos",92.06
"Atlanta Falcons","Carolina Panthers","Detroit Lions",91.88
"Atlanta Falcons","Carolina Panthers","Green Bay Packers",92.20
"Atlanta Falcons","Carolina Panthers","Houston Texans",92.56
"Atlanta Falcons","Carolina Panthers","Indianapolis Colts",92.52
"Atlanta Falcons","Carolina Panthers","Jacksonville Jaguars",91.82
"Atlanta Falcons","Carolina Panthers","Kansas City Chiefs",92.11
"Atlanta Falcons","Carolina Panthers","Las Vegas Raiders",92.41
"Atlanta Falcons","Carolina Panthers","Los Angeles Chargers",91.89
"Atlanta Falcons","Carolina Panthers","Los Angeles Rams",92.35
"Atlanta Falcons","Carolina Panthers","Miami Dolphins",92.48
"Atlanta Falcons","Carolina Panthers","Minnesota Vikings",92.07
"Atlanta Falcons","Carolina Panthers","New England Patriots",92.47
"Atlanta Falcons","Carolina Panthers","New Orleans Saints",92.26
"Atlanta Falcons","Carolina Panthers","New York Giants",92.21
"Atlanta Falcons","Carolina Panthers","New York Jets",92.06
"Atlanta Falcons","Carolina Panthers","Philadelphia Eagles",92.53
"Atlanta Falcons","Carolina Panthers","Pittsburgh Steelers",92.29
"Atlanta Falcons","Carolina Panthers","San Francisco 49ers",92.88
"Atlanta Falcons","Carolina Panthers","Seattle Seahawks",92.08
"Atlanta Falcons","Carolina Panthers","Tampa Bay Buccaneers",92.12
"Atlanta Falcons","Carolina Panthers","Tennessee Titans",92.27
"Atlanta Falcons","Carolina Panthers","Washington Commanders",92.48
"Atlanta Falcons","Chicago Bears","Cincinnati Bengals",92.64
"Atlanta Falcons","Chicago Bears","Cleveland Browns",92.61
"Atlanta Falcons","Chicago Bears","Dallas Cowboys",92.70
"Atlanta Falcons","Chicago Bears","Denver Broncos",92.49
"Atlanta Falcons","Chicago Bears","Detroit Lions",92.57
"Atlanta Falcons","Chicago Bears","Green Bay Packers",92.56
"Atlanta Falcons","Chicago Bears","Houston Texans",92.81
"Atlanta Falcons","Chicago Bears","Indianapolis Colts",92.79
"Atlanta Falcons","Chicago Bears","Jacksonville Jaguars",92.35
"Atlanta Falcons","Chicago Bears","Kansas City Chiefs",92.64
"Atlanta Falcons","Chicago Bears","Las Vegas Raiders",92.64
"Atlanta Falcons","Chicago Bears","Los Angeles Chargers",92.23
"Atlanta Falcons","Chicago Bears","Los Angeles Rams",92.48
"Atlanta Falcons","Chicago Bears","Miami Dolphins",92.76
"Atlanta Falcons","Chicago Bears","Minnesota Vikings",92.54
"Atlanta Falcons","Chicago Bears","New England Patriots",92.75
"Atlanta Falcons","Chicago Bears","New Orleans Saints",92.69
"Atlanta Falcons","Chicago Bears","New York Giants",92.72
"Atlanta Falcons","Chicago Bears","New York Jets",92.49
"Atlanta Falcons","Chicago Bears","Philadelphia Eagles",92.93
"Atlanta Falcons","Chicago Bears","Pittsburgh Steelers",92.59
"Atlanta Falcons","Chicago Bears","San Francisco 49ers",93.11
"Atlanta Falcons","Chicago Bears","Seattle Seahawks",92.53
"Atlanta Falcons","Chicago Bears","Tampa Bay Buccaneers",92.56
"Atlanta Falcons","Chicago Bears","Tennessee Titans",92.72
"Atlanta Falcons","Chicago Bears","Washington Commanders",92.75
"Atlanta Falcons","Cincinnati Bengals","Cleveland Browns",91.64
"Atlanta Falcons","Cincinnati Bengals","Dallas Cowboys",92.59
"Atlanta Falcons","Cincinnati Bengals","Denver Broncos",91.68
"Atlanta Falcons","Cincinnati Bengals","Detroit Lions",92.07
"Atlanta Falcons","Cincinnati Bengals","Green Bay Packers",92.18
"Atlanta Falcons","Cincinnati Bengals","Houston Texans",92.17
"Atlanta Falcons","Cincinnati Bengals","Indianapolis Colts",92.07
"Atlanta Falcons","Cincinnati Bengals","Jacksonville Jaguars",91.66
"Atlanta Falcons","Cincinnati Bengals","Kansas City Chiefs",92.00
"Atlanta Falcons","Cincinnati Bengals","Las Vegas Raiders",91.94
"Atlanta Falcons","Cincinnati Bengals","Los Angeles Chargers",91.62
"Atlanta Falcons","Cincinnati Bengals","Los Angeles Rams",91.88
"Atlanta Falcons","Cincinnati Bengals","Miami Dolphins",92.40
"Atlanta Falcons","Cincinnati Bengals","Minnesota Vikings",91.91
"Atlanta Falcons","Cincinnati Bengals","New England Patriots",91.95
"Atlanta Falcons","Cincinnati Bengals","New Orleans Saints",92.03
"Atlanta Falcons","Cincinnati Bengals","New York Giants",92.22
"Atlanta Falcons","Cincinnati Bengals","New York Jets",91.46
"Atlanta Falcons","Cincinnati Bengals","Philadelphia Eagles",92.41
"Atlanta Falcons","Cincinnati Bengals","Pittsburgh Steelers",92.01
"Atlanta Falcons","Cincinnati Bengals","San Francisco 49ers",92.57
"Atlanta Falcons","Cincinnati Bengals","Seattle Seahawks",91.70
"Atlanta Falcons","Cincinnati Bengals","Tampa Bay Buccaneers",91.70
"Atlanta Falcons","Cincinnati Bengals","Tennessee Titans",92.40
"Atlanta Falcons","Cincinnati Bengals","Washington Commanders",91.93
"Atlanta Falcons","Cleveland Browns","Dallas Cowboys",92.50
"Atlanta Falcons","Cleveland Browns","Denver Broncos",91.80
"Atlanta Falcons","Cleveland Browns","Detroit Lions",92.07
"Atlanta Falcons","Cleveland Browns","Green Bay Packers",92.25
"Atlanta Falcons","Cleveland Browns","Houston Texans",92.29
"Atlanta Falcons","Cleveland Browns","Indianapolis Colts",92.22
"Atlanta Falcons","Cleveland Browns","Jacksonville Jaguars",91.77
"Atlanta Falcons","Cleveland Browns","Kansas City Chiefs",92.03
"Atlanta Falcons","Cleveland Browns","Las Vegas Raiders",92.01
"Atlanta Falcons","Cleveland Browns","Los Angeles Chargers",91.63
"Atlanta Falcons","Cleveland Browns","Los Angeles Rams",92.05
"Atlanta Falcons","Cleveland Browns","Miami Dolphins",92.42
"Atlanta Falcons","Cleveland Browns","Minnesota Vikings",91.86
"Atlanta Falcons","Cleveland Browns","New England Patriots",92.03
"Atlanta Falcons","Cleveland Browns","New Orleans Saints",92.13
"Atlanta Falcons","Cleveland Browns","New York Giants",92.18
"Atlanta Falcons","Cleveland Browns","New York Jets",91.77
"Atlanta Falcons","Cleveland Browns","Philadelphia Eagles",92.50
"Atlanta Falcons","Cleveland Browns","Pittsburgh Steelers",92.25
"Atlanta Falcons","Cleveland Browns","San Francisco 49ers",92.66
"Atlanta Falcons","Cleveland Browns","Seattle Seahawks",91.70
"Atlanta Falcons","Cleveland Browns","Tampa Bay Buccaneers",91.78
"Atlanta Falcons","Cleveland Browns","Tennessee Titans",92.39
"Atlanta Falcons","Cleveland Browns","Washington Commanders",92.14
"Atlanta Falcons","Dallas Cowboys","Denver Broncos",92.35
"Atlanta Falcons","Dallas Cowboys","Detroit Lions",92.28
"Atlanta Falcons","Dallas Cowboys","Green Bay Packers",92.48
"Atlanta Falcons","Dallas Cowboys","Houston Texans",92.88
"Atlanta Falcons","Dallas Cowboys","Indianapolis Colts",92.60
"Atlanta Falcons","Dallas Cowboys","Jacksonville Jaguars",92.20
"Atlanta Falcons","Dallas Cowboys","Kansas City Chiefs",92.45
"Atlanta Falcons","Dallas Cowboys","Las Vegas Raiders",92.73
"Atlanta Falcons","Dallas Cowboys","Los Angeles Chargers",92.06
"Atlanta Falcons","Dallas Cowboys","Los Angeles Rams",92.53
"Atlanta Falcons","Dallas Cowboys","Miami Dolphins",92.53
"Atlanta Falcons","Dallas Cowboys","Minnesota Vikings",92.37
"Atlanta Falcons","Dallas Cowboys","New England Patriots",92.69
"Atlanta Falcons","Dallas Cowboys","New Orleans Saints",92.47
"Atlanta Falcons","Dallas Cowboys","New York Giants",92.32
"Atlanta Falcons","Dallas Cowboys","New York Jets",92.33
"Atlanta Falcons","Dallas Cowboys","Philadelphia Eagles",92.70
"Atlanta Falcons","Dallas Cowboys","Pittsburgh Steelers",92.36
"Atlanta Falcons","Dallas Cowboys","San Francisco 49ers",93.01
"Atlanta Falcons","Dallas Cowboys","Seattle Seahawks",92.35
"Atlanta Falcons","Dallas Cowboys","Tampa Bay Buccaneers",92.25
"Atlanta Falcons","Dallas Cowboys","Tennessee Titans",92.44
"Atlanta Falcons","Dallas Cowboys","Washington Commanders",92.62
"Atlanta Falcons","Denver Broncos","Detroit Lions",91.80
"Atlanta Falcons","Denver Broncos","Green Bay Packers",91.91
"Atlanta Falcons","Denver Broncos","Houston Texans",92.16
"Atlanta Falcons","Denver Broncos","Indianapolis Colts",92.30
"Atlanta Falcons","Denver Broncos","Jacksonville Jaguars",91.36
"Atlanta Falcons","Denver Broncos","Kansas City Chiefs",91.72
"Atlanta Falcons","Denver Broncos","Las Vegas Raiders",91.97
"Atlanta Falcons","Denver Broncos","Los Angeles Chargers",91.61
"Atlanta Falcons","Denver Broncos","Los Angeles Rams",91.91
"Atlanta Falcons","Denver Broncos","Miami Dolphins",92.27
"Atlanta Falcons","Denver Broncos","Minnesota Vikings",91.92
"Atlanta Falcons","Denver Broncos","New England Patriots",92.12
"Atlanta Falcons","Denver Broncos","New Orleans Saints",91.95
"Atlanta Falcons","Denver Broncos","New York Giants",92.21
"Atlanta Falcons","Denver Broncos","New York Jets",91.71
"Atlanta Falcons","Denver Broncos","Philadelphia Eagles",92.30
"Atlanta Falcons","Denver Broncos","Pittsburgh Steelers",91.97
"Atlanta Falcons","Denver Broncos","San Francisco 49ers",92.70
"Atlanta Falcons","Denver Broncos","Seattle Seahawks",91.69
"Atlanta Falcons","Denver Broncos","Tampa Bay Buccaneers",91.80
"Atlanta Falcons","Denver Broncos","Tennessee Titans",92.32
"Atlanta Falcons","Denver Broncos","Washington Commanders",91.99
"Atlanta Falcons","Detroit Lions","Green Bay Packers",92.20
"Atlanta Falcons","Detroit Lions","Houston Texans",92.35
"Atlanta Falcons","Detroit Lions","Indianapolis Colts",92.29
"Atlanta Falcons","Detroit Lions","Jacksonville Jaguars",91.78
"Atlanta Falcons","Detroit Lions","Kansas City Chiefs",91.98
"Atlanta Falcons","Detroit Lions","Las Vegas Raiders",92.31
"Atlanta Falcons","Detroit Lions","Los Angeles Chargers",91.70
"Atlanta Falcons","Detroit Lions","Los Angeles Rams",92.28
"Atlanta Falcons","Detroit Lions","Miami Dolphins",92.33
"Atlanta Falcons","Detroit Lions","Minnesota Vikings",92.02
"Atlanta Falcons","Detroit Lions","New England Patriots",92.26
"Atlanta Falcons","Detroit Lions","New Orleans Saints",92.05
"Atlanta Falcons","Detroit Lions","New York Giants",92.17
"Atlanta Falcons","Detroit Lions","New York Jets",91.84
"Atlanta Falcons","Detroit Lions","Philadelphia Eagles",92.51
"Atlanta Falcons","Detroit Lions","Pittsburgh Steelers",92.24
"Atlanta Falcons","Detroit Lions","San Francisco 49ers",92.71
"Atlanta Falcons","Detroit Lions","Seattle Seahawks",91.80
"Atlanta Falcons","Detroit Lions","Tampa Bay Buccaneers",91.99
"Atlanta Falcons","Detroit Lions","Tennessee Titans",92.21
"Atlanta Falcons","Detroit Lions","Washington Commanders",92.36
"Atlanta Falcons","Green Bay Packers","Houston Texans",92.22
"Atlanta Falcons","Green Bay Packers","Indianapolis Colts",92.57
"Atlanta Falcons","Green Bay Packers","Jacksonville Jaguars",91.83
"Atlanta Falcons","Green Bay Packers","Kansas City Chiefs",92.05
"Atlanta Falcons","Green Bay Packers","Las Vegas Raiders",92.33
"Atlanta Falcons","Green Bay Packers","Los Angeles Chargers",91.92
"Atlanta Falcons","Green Bay Packers","Los Angeles Rams",92.13
"Atlanta Falcons","Green Bay Packers","Miami Dolphins",92.49
"Atlanta Falcons","Green Bay Packers","Minnesota Vikings",92.20
"Atlanta Falcons","Green Bay Packers","New England Patriots",92.53
"Atlanta Falcons","Green Bay Packers","New Orleans Saints",92.28
